,feature_feature_0,feature_feature_1,feature_feature_2,feature_feature_3,feature_feature_4,feature_feature_5,feature_feature_6,feature_feature_7,feature_feature_8
1123,1948,3152,3155,2272,1832,861,1114,710,861
1124,1948,3152,2702,861,1974,2928,920,1144,1761
1125,1521,2142,3059,861,425,2282,920,224,810
1126,1948,1565,2281,207,861,489,1649,920,224
1127,308,3152,496,3084,731,48,920,224,810
1128,1948,496,48,765,2063,920,224,3097,400
1129,2665,3152,1538,2799,2928,1659,653,920,224
1130,2846,307,1465,653,2668,3164,920,224,393
1131,1521,1191,466,2928,2518,653,920,224,3097
1132,2554,166,861,213,1085,920,224,810,2964
1133,1121,619,865,653,2103,861,920,224,3097
1134,1550,2060,1081,3089,861,1320,3084,920,224
1135,308,3152,1523,861,2484,846,920,224,810
1136,2605,509,1226,1060,846,3003,1085,920,224
1137,1051,911,2307,1824,846,673,2323,920,1144
1138,2554,294,1513,861,213,846,920,224,3097
1139,1234,3152,3055,2323,653,920,224,3097,2151
1140,308,3152,968,1832,861,1974,2928,920,224
1141,454,2918,2212,653,2243,2928,920,224,810
1142,1951,421,3091,653,2331,1649,920,224,810
1143,670,3152,1226,507,2928,2836,846,920,1144
1144,2605,421,2300,2024,653,359,861,920,224
1145,308,1798,861,2073,653,920,224,3097,1291
1146,1051,294,1334,861,2484,861,920,224,810
1147,308,3152,2933,653,210,3023,920,224,393
1148,2846,421,1229,1629,846,3003,653,920,224
1149,515,3152,968,846,673,1649,920,224,3097
1150,2347,1535,2264,846,759,3164,920,224,2867
1151,3040,221,116,861,1974,861,920,224,393
1152,515,294,653,2044,2063,920,224,810,2964
1153,308,3152,2281,1865,846,759,48,920,224
1154,515,3152,1508,507,2928,2351,653,920,224
1155,1948,421,1883,1832,846,673,2323,920,1144
1156,2605,1535,2085,2859,842,861,1974,2928,920
1157,1234,3152,1538,653,2668,48,920,224,3097
1158,1121,911,861,468,48,920,224,810,708
1159,1951,421,865,2750,2323,1504,48,920,224
1160,2248,3152,3059,674,861,2857,757,920,224
1161,515,1222,1538,846,1687,2063,920,224,3097
1162,1234,3152,496,1657,2928,461,1047,920,224
1163,308,653,210,861,920,224,810,970,326
1164,1726,166,865,2053,653,2668,2928,920,224
1165,1948,3152,2927,861,152,2063,920,224,810
1166,2248,2918,1081,1938,861,2297,3164,920,224
1167,2554,3152,333,861,213,3164,920,224,810
1168,1948,421,1381,1467,942,507,893,2675,653
1169,2347,619,703,1685,2323,2047,1085,920,224
1170,1948,3152,1381,1467,942,507,893,2675,2928
1171,2605,1535,1538,2928,1659,2282,920,224,810
1172,1234,3152,466,507,846,673,2928,920,1144
1173,2554,2060,1460,861,48,920,224,810,1300
1174,2846,2918,968,1832,3084,48,920,224,3097
1175,1948,3152,1460,570,653,210,2323,920,224
1176,1234,3152,2307,1832,861,1974,1047,920,1144
1177,1234,3152,49,2940,844,846,3003,3001,3084
1178,1449,1417,1460,2024,861,1974,653,920,224
1179,2598,3152,2307,1978,861,1114,920,224,3097
1180,1550,3152,2702,1938,861,2484,349,920,1144
1181,1199,3152,1513,2323,2047,48,920,224,810
1182,308,496,861,2164,1649,920,224,3097,615
1183,308,3152,496,861,1615,48,920,224,3097
1184,1948,3152,2498,1743,3084,366,3164,920,224
1185,1051,509,90,846,1687,1174,920,224,810
1186,2605,3152,1520,846,1340,3164,920,224,810
1187,1948,3152,289,653,359,48,920,224,810
1188,1951,3152,1082,861,1974,3084,920,224,810
1189,515,294,1513,846,2987,861,920,224,810
1190,2248,433,2263,846,2410,266,2814,119,1644
1191,1951,3152,3128,1327,846,759,846,920,224
1192,2846,2918,496,1361,861,468,1649,920,224
1193,308,2281,861,152,2063,920,224,2867,1656
1194,2846,619,1399,767,861,213,846,920,224
1195,1521,1191,333,846,2410,2330,2814,119,1644
1196,1554,294,49,844,846,3003,3001,661,920
1197,839,1417,1465,861,213,2928,920,224,810
1198,515,1943,333,846,1924,1281,2814,119,1644
1199,2605,2918,3155,846,673,2928,920,1144,1761
1200,2605,619,496,861,2297,1085,920,224,3097
1201,2554,3152,2307,2673,2928,2518,861,920,1144
1202,308,3152,1465,861,2484,846,920,224,3097
1203,515,294,1381,1467,942,507,893,2675,861
1204,515,3152,1513,846,3121,1085,920,224,3097
1205,308,3152,1358,846,2987,48,920,224,393
1206,1121,1191,3059,2928,1785,1777,2814,119,1644
1207,308,3152,2702,653,210,48,920,224,3097
1208,308,3152,1513,570,2928,461,2003,920,224
1209,2605,619,917,861,1974,653,920,224,3097
1210,1948,421,1381,1467,942,507,893,2675,861
1211,2858,1191,1381,1467,942,507,893,2675,2928
1212,1234,3152,28,887,846,1687,1649,920,224
1213,1051,2918,1465,861,2164,653,920,224,3097
1214,2605,2918,496,861,152,2063,920,224,3097
1215,2347,2464,2300,2011,861,1974,861,920,224
1216,515,1222,428,653,359,247,920,224,3097
1217,438,1417,2090,1247,861,1974,48,920,1144
1218,1948,3152,1798,1269,861,2484,653,920,1144
1219,1234,3152,629,337,653,2668,3164,920,224
1220,308,3152,1274,653,1304,48,920,224,810
1221,515,3152,496,812,2928,1659,653,920,224
1222,1234,3152,2404,846,759,3023,920,224,810
1223,1550,2770,798,2928,2600,1649,920,224,810
1224,1234,3152,90,2928,2012,48,920,224,810
1225,2554,307,1883,2024,2323,725,2928,920,1144
1226,2598,476,2085,2859,842,846,673,2928,920
1227,308,3152,1883,656,653,210,846,920,224
1228,1051,3152,3155,2272,1832,861,1114,710,3084
1229,308,3152,1460,656,846,673,3164,920,1144
1230,2554,2060,2281,846,1881,48,920,224,810
1231,1234,3152,1381,1467,942,507,893,2675,1047
1232,1951,2770,1778,2315,861,425,653,920,224
1233,308,496,861,2611,3023,920,224,810,2337
1234,2554,2005,1523,846,1881,846,920,224,810
1235,2665,3152,861,187,48,920,224,810,3142
1236,194,1713,1883,450,861,1974,846,920,1144
1237,1948,421,1523,653,1403,2063,920,224,810
1238,1234,3152,496,2928,2485,653,920,224,810
1239,1234,3152,1082,861,2073,2282,920,224,3097
1240,1948,421,629,861,2484,846,920,224,810
1241,1550,1417,2300,450,846,673,846,920,224
1242,1521,1535,466,1832,861,2427,653,920,1144
1243,2605,2770,2957,653,1639,846,920,224,810
1244,89,433,2927,861,152,653,920,224,3097
1245,1521,1191,3059,861,489,3023,920,224,810
1246,670,1535,629,2306,2928,2485,1649,920,224
1247,1948,3152,1229,507,653,126,861,920,224
1248,2846,1713,2281,1394,846,759,1085,920,224
1249,515,1222,2212,861,489,861,920,224,2867
1250,1948,421,829,2094,2928,2518,2063,920,224
1251,515,221,865,1629,861,2325,1085,920,224
1252,1951,2770,1381,1467,942,507,893,2675,653
1253,1234,3152,1513,1515,653,2668,3164,920,224
1254,2554,307,1081,846,759,2063,920,224,810
1255,1726,3152,289,1127,861,1320,2063,920,224
1256,2665,1417,1381,1467,942,507,893,2675,861
1257,1951,165,1523,861,2297,653,920,224,810
1258,1948,3152,1465,2928,461,2063,920,224,810
1259,515,1222,968,861,1114,653,920,224,3097
1260,308,2212,846,1163,2063,920,224,810,553
1261,1234,3152,629,2509,861,1974,3164,920,224
1262,515,352,2666,861,1974,1047,920,224,3097
1263,308,3152,1523,846,759,2063,920,224,810
1264,308,3152,496,846,1203,48,920,224,393
1265,438,1191,1778,846,654,861,920,224,810
1266,308,2307,2673,846,3003,2282,920,224,3097
1267,308,3152,1229,3111,861,1974,1047,920,224
1268,2554,166,496,861,489,3164,920,224,3097
1269,1449,1191,2212,861,2845,2063,920,224,810
1270,1726,3152,3059,2928,473,3084,920,224,2867
1271,2347,619,3140,656,653,1639,3164,920,224
1272,1554,509,1381,1467,942,507,893,2675,2323
1273,1234,3152,1735,861,225,2928,920,224,810
1274,1948,2300,1872,653,2322,2928,920,1144,1761
1275,1234,3152,1229,507,846,673,3023,920,224
1276,2554,619,2281,48,765,757,920,224,3097
1277,1554,3152,1351,2094,1047,1458,48,920,1144
1278,2554,216,3155,2992,846,673,2928,920,1144
1279,2846,619,2640,1047,3127,653,920,224,810
1280,1121,1535,1778,861,489,2928,920,224,3097
1281,670,1191,1508,507,653,3083,2063,920,224
1282,308,3152,2281,846,1203,2330,920,224,3097
1283,2554,165,1513,2053,861,152,1085,920,224
1284,2846,2918,1778,1269,653,856,48,920,224
1285,1951,2770,3155,116,653,2119,861,920,1144
1286,1234,3152,709,798,861,468,861,920,224
1287,1948,421,2908,723,507,653,2322,125,2323
1288,2248,1535,2300,450,861,1974,861,920,1144
1289,2846,2918,677,861,44,1649,920,224,810
1290,1234,3152,2281,633,861,489,861,920,224
1291,1234,3152,496,861,621,48,920,224,810
1292,1234,3152,1798,1998,653,359,653,920,1144
1293,308,3152,1301,2928,2546,2063,920,224,810
1294,308,3152,861,621,2282,920,224,810,708
1295,1554,1222,825,861,2297,3164,920,1144,1761
1296,1948,967,3084,3164,920,224,810,545,929
1297,1234,3152,146,2024,846,2320,846,920,1144
1298,89,3152,1513,186,861,2172,2282,920,224
1299,308,3152,2281,846,1203,1085,920,224,810
1300,1234,3152,1465,846,654,3023,920,224,3097
1301,1234,3152,1513,653,210,1649,920,224,3097
1302,515,221,2984,653,600,2063,920,224,810
1303,1234,3152,146,807,653,402,48,920,1144
1304,1550,1079,591,2074,507,2312,2928,1605,959
1305,1449,3152,1522,2024,846,1085,920,224,2798
1306,1234,3152,1081,2992,861,1974,653,920,1144
1307,438,2060,1883,2042,861,1974,861,920,1144
1308,308,380,846,45,3023,920,224,3097,2510
1309,1234,3152,171,861,152,3045,2814,119,1644
1310,515,221,2984,861,425,1649,920,224,810
1311,308,3152,496,135,861,2297,3164,920,224
1312,1951,2770,1464,653,2668,3062,2814,119,1644
1313,1234,3152,2702,653,210,846,920,224,3097
1314,2347,1079,2,507,861,1320,653,920,1144
1315,2605,911,1301,2928,757,920,224,810,553
1316,1234,3152,885,2377,861,1709,861,920,1144
1317,1948,421,2984,846,654,846,920,224,3097
1318,1948,3152,49,2940,844,2928,2518,1047,920
1319,2605,307,2984,653,2224,2282,920,224,3097
1320,1951,2770,1464,861,152,1281,2814,119,1644
1321,2554,1417,591,2074,507,2312,861,960,123
1322,1550,3152,2984,2258,653,2668,1174,2814,119
1323,1234,3152,2984,861,152,2282,920,224,3097
1324,1521,1191,2300,2094,653,856,2928,920,1144
1325,438,2770,2687,2458,507,653,359,846,920
1326,1449,2446,1936,2698,653,1539,1777,920,224
1327,1521,3152,352,846,654,757,920,224,3097
1328,1234,3152,2758,2673,861,1546,3164,920,224
1329,308,3152,1798,1202,846,609,653,920,1144
1330,1948,421,1053,861,187,3164,920,224,3097
1331,1951,421,591,2074,507,2312,861,960,123
1332,1948,3152,1513,861,107,1649,920,224,2867
1333,1234,3152,2440,861,2297,861,920,224,3097
1334,1234,3152,2758,116,653,846,920,224,3097
1335,670,1191,629,339,861,1974,2282,920,224
1336,515,294,1952,861,2484,3164,920,224,3097
1337,194,476,1294,861,213,2282,920,224,810
1338,515,1222,1095,2094,846,648,846,920,1144
1339,308,3152,2984,861,2260,653,920,224,810
1340,308,3152,2984,861,468,1085,920,224,2867
1341,1234,3152,2183,1361,846,654,1085,920,224
1342,1948,3152,498,656,861,960,757,920,224
1343,1051,3152,1301,2928,131,3023,920,224,810
1344,1199,1191,1246,1846,861,489,846,920,224
1345,1554,619,2963,861,231,861,920,224,3097
1346,1948,3152,2818,2695,846,1203,1649,920,224
1347,1640,3152,2957,861,489,48,920,224,2798
1348,1234,3152,2663,2693,861,2297,2282,920,224
1349,1948,421,3059,861,489,48,920,224,810
1350,308,3152,1081,861,2505,861,920,224,3097
1351,1948,421,1053,653,2119,2063,920,224,3097
1352,1948,3152,2,798,861,1974,2063,920,224
1353,1234,3152,2687,2458,844,861,960,2928,444
1354,1948,421,2121,2992,861,2484,1085,920,224
1355,1550,1191,496,861,1320,1649,920,224,810
1356,1234,3152,2334,300,846,3103,3023,920,224
1357,1948,3152,2121,861,44,861,920,224,3097
1358,1948,3152,1095,2024,48,1939,1649,920,1144
1359,308,3152,1053,339,653,2224,1777,920,224
1360,1521,1222,1202,846,759,3164,920,224,3097
1361,2554,2060,1707,388,2928,1209,846,920,224
1362,1550,1191,496,861,621,861,920,224,810
1363,1951,3152,1318,653,1539,1777,2814,119,1644
1364,1234,3152,382,507,2323,2215,2063,920,224
1365,1550,1079,2663,2323,2298,1649,920,224,810
1366,1948,3152,1778,2928,1825,2282,920,224,3097
1367,2248,619,2281,2928,497,2282,920,224,810
1368,2347,3152,352,861,1974,1649,920,224,3097
1369,308,3152,1952,1297,846,654,48,920,224
1370,1234,3152,496,2323,1382,653,920,224,810
1371,1521,3152,2984,295,861,152,2282,920,224
1372,1234,3152,591,2074,507,2312,861,960,123
1373,1234,3152,2984,653,1304,2282,920,224,3097
1374,1550,1618,1858,846,2410,3116,2814,119,1644
1375,2605,2770,1909,846,2410,1281,2814,119,1644
1376,1550,3152,2334,846,1687,2330,2814,119,451
1377,2665,3152,2872,846,759,2063,920,224,3097
1378,515,1222,899,1503,653,359,349,920,224
1379,1234,3152,2687,2024,846,3003,1566,48,920
1380,2846,1713,2984,861,2073,2063,920,224,3097
1381,1521,1222,1053,2323,2004,48,920,224,810
1382,1449,2060,3022,846,673,3164,920,224,3097
1383,2248,1417,3155,1120,861,2073,3164,920,1144
1384,1521,1535,2952,861,2484,2928,920,224,810
1385,1521,1191,2256,3141,989,846,3003,1566,2063
1386,1051,911,2281,2848,846,2176,2063,920,224
1387,89,1535,967,846,1687,653,920,224,2867
1388,1550,911,1936,861,152,2282,920,224,810
1389,2846,1713,3022,1120,653,359,2928,920,224
1390,2069,1417,2281,3154,846,1203,1649,920,224
1391,2554,619,2984,861,2484,3023,920,224,3097
1392,1234,3152,2300,861,2073,846,920,224,3097
1393,1550,1191,2300,2306,653,359,3164,920,224
1394,1951,3152,1053,846,654,3164,920,224,3097
1395,1948,3152,1828,846,3103,1649,920,224,3097
1396,308,3152,2,846,673,2063,920,224,3097
1397,1234,3152,2334,846,1203,1085,920,224,810
1398,515,165,2300,1938,846,673,1649,920,1144
1399,3048,433,2941,861,2484,3164,920,224,3097
1400,515,3152,2,2928,2518,861,920,224,3097
1401,1521,421,2334,861,152,757,920,224,3097
1402,1234,3152,981,861,2484,1777,920,224,810
1403,1234,3152,1053,861,1974,2063,920,224,810
1404,1951,3152,2979,846,1730,861,920,224,3097
1405,3068,1535,1053,846,759,2063,920,224,3097
1406,515,294,3022,2024,846,654,48,920,1144
1407,2605,2770,499,846,673,3084,920,224,3097
1408,3068,3152,2094,846,673,2063,920,224,2798
1409,308,3152,1936,861,152,757,920,224,810
1410,1521,1191,2334,846,3103,3045,920,224,810
1411,308,3152,2818,861,1974,3023,920,224,810
1412,1951,3152,2984,846,1203,3164,920,224,3097
1413,89,1417,2557,861,213,2003,920,224,810
1414,194,911,956,2928,2485,3164,920,224,810
1415,308,3152,1936,653,600,757,920,224,810
1416,1948,3152,2687,2024,846,3003,1566,653,920
1417,1521,1222,1053,846,759,757,920,224,3097
1418,2347,619,2256,3141,989,861,1114,1315,846
1419,1234,3152,603,861,2484,1649,920,224,810
1420,194,1079,2984,861,468,48,920,224,810
1421,1521,3152,1936,846,1203,2063,920,224,810
1422,3048,509,2952,2323,2047,861,920,224,3097
1423,1234,3152,1828,861,2297,861,920,224,3097
1424,1948,421,2334,1232,846,1687,1649,920,224
1425,1234,3152,374,2203,653,359,2063,920,1144
1426,1948,421,956,2108,846,673,48,920,224
1427,308,3152,2872,2203,861,1974,861,920,224
1428,515,294,1798,948,653,359,653,920,224
1429,2554,1417,833,846,1881,2003,920,224,3097
1430,1951,3152,1030,2024,653,359,2323,920,1144
1431,1948,3152,1053,846,759,1649,920,224,3097
1432,1948,3152,956,846,3164,920,224,810,553
1433,1521,1943,1707,1515,846,759,3164,920,224
1434,1234,3152,1081,846,673,48,920,224,3097
1435,1948,3152,1946,450,861,187,2928,920,224
1436,1234,3152,2281,846,759,3023,920,224,3097
1437,1521,421,2984,653,2703,1085,920,224,810
1438,1951,3152,1936,861,2484,2063,920,224,810
1439,1234,3152,1952,846,673,48,920,224,3097
1440,1951,3152,709,2024,861,489,757,920,224
1441,2554,166,1053,861,2484,1085,920,224,810
1442,515,1222,1707,861,1974,2323,920,224,3097
1443,1521,1222,2984,846,759,1777,920,224,3097
1444,1234,3152,2984,861,2484,861,920,224,393
1445,1550,509,967,846,1203,3164,920,224,810
1446,1550,1191,87,846,2987,861,920,224,3097
1447,1521,1535,2440,846,673,2063,920,224,3097
1448,1234,3152,2984,2928,461,653,920,224,810
1449,2554,2060,2334,861,2484,653,920,224,810
1450,2554,166,1952,2024,861,1974,653,920,224
1451,2554,619,1030,2024,861,1974,861,920,224
1452,1449,2060,1936,861,213,1174,920,224,810
1453,1051,2918,2,846,3003,757,920,224,3097
1454,1234,3152,603,653,2224,861,920,224,810
1455,438,2446,1936,861,152,2928,920,224,810
1456,2846,307,846,673,1085,920,224,3097,2100
1457,1550,421,1707,2587,846,673,861,920,224
1458,1951,2770,2818,861,213,1085,920,224,3097
1459,1234,3152,2334,861,152,757,920,224,3097
1460,1951,2770,2334,846,1881,3164,920,224,810
1461,1234,3152,1053,846,654,2282,920,224,3097
1462,515,294,496,48,102,2282,920,224,810
1463,515,3152,2687,2024,861,1974,3164,920,1144
1464,1521,1079,2818,861,2484,48,920,224,2867
1465,2665,2918,2952,846,673,3164,920,224,3097
1466,308,3152,499,2024,861,2427,2323,920,1144
1467,1951,421,1053,861,2484,861,920,224,810
1468,1234,3152,2029,2024,2928,405,1649,920,224
1469,839,619,1047,555,3164,920,224,810,3142
1470,1234,3152,2192,653,57,48,920,224,3097
1471,1121,433,357,1788,846,740,2919,920,224
1472,308,3152,2192,2924,653,846,920,224,810
1473,1951,2770,2583,653,2155,48,920,1907,1612
1474,3048,2060,1792,861,621,2063,920,224,810
1475,1948,3152,2818,861,2297,3164,920,224,810
1476,1234,3152,1301,2323,676,757,920,224,810
1477,308,3152,1798,2781,861,489,846,920,224
1478,1951,3152,51,2252,656,653,2853,3084,920
1479,438,619,1622,2672,2024,653,784,861,920
1480,1121,509,2498,861,213,2063,920,224,810
1481,89,619,2941,3111,653,210,2928,920,224
1482,308,3152,2640,653,2668,3164,920,224,393
1483,438,1417,1464,861,213,757,920,224,810
1484,1121,619,2300,1487,48,1939,846,920,1144
1485,1550,421,2121,2562,861,231,2063,920,224
1486,1199,3152,1541,861,2484,3164,920,224,810
1487,2605,2770,171,653,2668,1085,920,224,810
1488,2554,2060,1464,653,1403,3023,920,224,810
1489,1521,421,1246,861,2297,2928,920,224,3097
1490,515,1943,1638,2779,653,2224,3164,920,224
1491,1234,3152,967,861,184,2282,920,224,2867
1492,515,3152,1513,1515,653,2243,1047,920,224
1493,308,3152,333,653,2331,2003,920,224,810
1494,1521,1943,3059,2323,3069,653,920,224,810
1495,515,165,496,1187,861,2484,48,920,224
1496,1951,3152,2029,491,861,3156,846,920,224
1497,308,3152,1294,2928,188,2282,920,224,810
1498,2605,1191,1523,653,210,1649,920,224,810
1499,1550,1191,1936,1187,861,425,846,920,224
1500,2665,619,2984,1269,653,2243,2928,920,224
1501,1449,1535,1513,2779,861,2013,846,920,224
1502,2248,166,1053,653,210,2323,920,224,3097
1503,1554,619,49,2940,2024,861,1974,861,920
1504,2605,619,2334,861,213,1085,920,224,810
1505,2347,2918,496,2323,676,2063,920,224,810
1506,2347,619,1053,873,846,1203,653,920,224
1507,1234,3152,1707,3113,653,1569,48,920,224
1508,2598,2918,1095,494,1610,2928,2738,48,920
1509,308,3152,2984,861,283,2063,920,224,810
1510,515,294,1301,2323,2070,3164,920,224,810
1511,1234,3152,2984,861,2063,920,224,810,553
1512,1726,294,747,3084,48,920,1907,2185,2986
1513,515,221,833,1177,2928,188,3164,920,1907
1514,1948,421,1464,653,2243,3023,2814,119,451
1515,1234,3152,2481,3084,3084,920,1907,2185,1043
1516,1234,3152,2818,2700,2928,2012,846,920,224
1517,2846,2060,1936,3084,2835,2323,920,224,810
1518,1234,3152,1541,861,489,2919,2814,119,451
1519,308,3152,956,1032,653,359,247,920,224
1520,2846,2464,1464,846,1881,3045,2814,119,1644
1521,308,3152,498,1463,861,1974,861,920,224
1522,1051,1417,1053,3084,2032,846,920,224,810
1523,1121,2464,2963,846,815,2063,920,224,810
1524,1948,3152,1522,2024,846,673,1047,920,224
1525,1121,307,1301,653,2243,846,920,224,810
1526,2665,1417,1513,1047,3127,1649,920,224,2867
1527,1051,221,1464,861,213,1085,920,224,810
1528,308,1301,1498,653,2668,48,920,224,810
1529,308,3152,2,1931,846,759,2323,920,224
1530,1550,2770,1053,887,653,2243,846,920,1907
1531,1121,166,937,2928,2145,861,920,224,3097
1532,1234,3152,1622,2024,861,1974,349,920,224
1533,308,3152,2029,1875,861,44,3023,920,1907
1534,515,221,1129,1396,861,2297,1047,920,224
1535,194,1222,967,861,2297,2063,920,224,810
1536,2858,1417,835,948,2323,676,1649,920,224
1537,194,1417,2,197,2928,2485,3164,920,224
1538,1234,3152,1301,2323,2047,3164,920,224,810
1539,2846,3152,1186,798,653,210,2003,920,1907
1540,308,2627,653,1225,2063,920,224,810,1614
1541,308,3152,2818,653,210,1649,920,224,810
1542,2554,294,967,861,2073,1085,920,224,393
1543,2554,1222,2984,991,653,2668,2063,920,224
1544,1948,3152,967,846,1881,846,920,224,810
1545,1521,1191,3041,846,673,3023,920,224,810
1546,2605,3152,3059,846,2410,2003,920,224,810
1547,2347,3152,481,2928,1659,1649,920,224,810
1548,1554,1417,1294,861,2611,1777,2814,119,1644
1549,2347,3152,1294,2674,653,2243,3023,920,224
1550,2605,1191,2263,846,1582,3062,2814,119,1644
1551,1726,1535,1909,653,1539,2330,2814,119,1644
1552,2554,294,496,861,489,1085,920,224,3097
1553,1948,3152,1936,861,489,2919,2814,119,1644
1554,1948,421,2192,861,2484,861,920,1907,1612
1555,2846,3152,967,861,425,846,920,224,810
1556,1554,2864,2963,2203,846,2639,2282,920,224
1557,194,2770,677,2500,653,1932,1085,920,224
1558,308,2121,846,759,2063,920,224,810,553
1559,2846,3152,2440,56,861,2484,1649,920,224
1560,1234,3152,3059,48,1966,1281,2814,119,1644
1561,515,1222,591,2628,989,861,800,653,1359
1562,1234,3152,333,846,2787,3062,2814,119,1644
1563,89,294,591,2628,989,2323,595,665,2928
1564,1951,3152,452,653,2243,2003,920,224,810
1565,515,294,1778,861,2124,653,920,224,810
1566,2605,619,2334,846,759,2063,920,224,810
1567,1948,3152,1301,2928,2485,653,920,224,810
1568,1234,3152,677,861,2845,2063,920,224,810
1569,1951,3152,1909,861,152,2919,920,224,810
1570,3040,2864,1622,1503,2928,1679,846,920,224
1571,2248,3152,1053,985,653,2668,846,920,224
1572,308,3152,2281,2928,473,757,920,224,810
1573,308,3152,2121,861,231,653,920,224,810
1574,1521,1079,917,2094,2928,2351,2928,920,224
1575,308,496,2928,131,1085,920,224,810,2964
1576,1234,3152,1301,2500,653,1085,920,224,810
1577,1951,2770,2984,653,210,861,920,224,810
1578,515,1943,1538,861,213,1649,920,224,3097
1579,1948,421,516,186,861,1709,1777,920,224
1580,1051,2770,496,861,2484,1085,920,224,810
1581,515,294,1294,653,2668,757,920,224,810
1582,1948,3152,677,861,3023,920,224,810,3142
1583,2554,166,1294,653,1304,3023,920,224,3097
1584,1234,3152,2354,2323,595,861,920,224,3097
1585,2248,619,3096,2024,2323,2704,1649,920,224
1586,1948,3152,2440,1083,2928,1825,2063,920,224
1587,1521,1222,1707,653,2103,861,920,224,810
1588,308,3152,49,198,2024,861,2433,3164,920
1589,2347,1417,496,589,861,213,48,920,224
1590,2598,619,885,1047,253,2323,920,224,3097
1591,2554,1222,1909,653,2956,3045,2814,119,1644
1592,1948,3152,1541,2712,846,1687,2919,2814,119
1593,1234,3152,2334,861,1955,2003,920,224,810
1594,1234,3152,496,846,1372,2323,920,224,3097
1595,2605,2918,1246,2928,1825,1085,920,224,3097
1596,1948,3152,9,1297,48,1939,48,920,224
1597,1521,1079,1464,846,1029,2330,2814,119,1644
1598,515,3152,1464,752,861,425,3023,920,224
1599,308,3152,2029,2928,2485,3164,920,224,810
1600,3068,509,1301,653,2668,861,920,224,810
1601,1234,3152,967,846,1881,3023,920,224,810
1602,308,490,653,2668,1085,920,1907,2185,2538
1603,1948,421,833,861,2484,3164,920,224,3097
1604,454,1222,967,653,210,2282,920,224,810
1605,2846,2060,677,653,2243,1174,2814,119,451
1606,515,165,677,861,152,2003,920,224,810
1607,670,2770,490,2928,1659,48,920,1907,2185
1608,2605,1535,603,2848,2928,497,757,920,224
1609,1521,1191,583,1994,861,2611,1085,920,224
1610,1234,3152,490,385,861,1320,1085,920,224
1611,1951,2770,1541,861,107,48,920,1907,2185
1612,1234,3152,2984,1657,2928,1600,1085,920,224
1613,1234,3152,1936,40,653,1539,2282,920,224
1614,515,3152,2984,3029,2928,473,3164,920,224
1615,2347,1417,357,861,152,2928,920,1907,1612
1616,2069,1191,1936,653,1403,1649,920,224,810
1617,2554,3152,2500,2323,1963,3023,920,1907,2185
1618,1948,3152,1301,2323,1963,1649,920,224,810
1619,2846,2060,2984,2928,1724,2282,920,224,810
1620,1449,2060,1301,2928,473,48,920,224,3097
1621,1234,3152,2334,2928,188,1085,920,1907,2185
1622,1234,3152,2481,2046,2928,892,1649,920,1907
1623,1051,509,1572,1361,653,2528,48,920,1907
1624,2554,2060,516,653,1275,2063,920,224,3097
1625,1121,2060,1464,2240,846,2176,757,920,224
1626,89,619,1510,1931,2928,1616,1085,920,1907
1627,1234,3152,1301,861,425,1649,920,224,810
1628,1948,421,2121,2553,2928,2145,3164,920,224
1629,308,3152,452,1400,861,213,3023,920,1907
1630,1948,1565,2334,1217,846,1122,1649,920,224
1631,1521,1191,2984,861,213,1085,920,224,810
1632,1521,1191,3091,861,468,3023,920,224,810
1633,1948,421,1909,653,1093,2003,920,224,810
1634,1234,3152,1936,861,2303,2063,920,224,2867
1635,1550,509,2334,300,861,152,757,920,224
1636,1121,294,1053,2958,2928,1659,2063,920,224
1637,2605,1191,3059,861,107,1085,920,224,810
1638,2846,2060,357,653,2313,846,920,224,810
1639,1951,2770,2334,1894,653,2243,1085,920,224
1640,308,357,861,152,1085,920,1907,2185,1043
1641,308,3152,1936,2928,1659,1085,920,1907,2185
1642,308,2334,1632,1047,3127,1649,920,224,810
1643,1234,3152,1053,237,653,2243,653,920,224
1644,1550,1417,333,1445,861,425,757,920,224
1645,1234,3152,1936,2769,653,248,1649,920,224
1646,308,3152,452,653,2243,2282,920,224,810
1647,515,221,2334,1177,2323,1963,861,920,224
1648,1449,2005,1936,2171,861,2611,653,920,224
1649,1234,3152,833,861,213,2282,920,224,810
1650,1234,3152,2334,861,213,1085,920,224,810
1651,515,221,1464,653,1403,510,2814,119,2996
1652,1234,3152,833,2928,1659,2282,920,224,810
1653,308,3152,2481,2928,1616,846,920,1907,1612
1654,308,3152,2984,1212,846,759,1649,920,224
1655,1948,421,2984,653,2668,653,920,224,2867
1656,308,3152,981,653,2668,3164,920,224,810
1657,1449,1417,1294,2928,1616,757,920,224,810
1658,1951,3152,2984,861,152,757,920,224,810
1659,1121,509,603,846,1881,2003,920,224,810
1660,308,3152,1301,653,2668,2063,920,224,810
1661,1521,168,2334,861,152,2282,920,224,3097
1662,515,294,1513,207,653,474,846,920,224
1663,2554,294,1229,1463,846,673,3164,920,224
1664,1449,2918,49,198,2024,861,1974,846,920
1665,3048,1417,1523,846,759,2282,920,224,3097
1666,515,3152,1381,1467,942,507,893,2675,2323
1667,2554,294,3059,861,489,2063,920,224,810
1668,515,294,496,846,759,846,920,224,393
1669,2554,294,2387,861,110,2928,920,224,810
1670,3040,221,3091,653,2956,846,920,224,810
1671,1951,165,2122,1832,861,1114,2323,920,224
