,feature_feature_0,feature_feature_1,feature_feature_2,feature_feature_3,feature_feature_4,feature_feature_5,feature_feature_6
1532,0,2,10,12,13,25,49
1533,16,73,138,505,681,3324,6016
1534,12,49,523,3050,10892,12014,12026
1535,90,220,454,13753,20772,23492,24560
1536,81,454,1107,1806,3859,6000,8784
1537,12,63,80,81,82,109,138
1538,0,10,108,169,174,398,505
1539,2,35,90,126,153,414,505
1540,2,13,16,35,73,78,95
1541,12,16,81,82,90,108,110
1542,138,431,523,4577,10680,10899,14771
1543,2,12,25,35,87,246,675
1544,2,15,63,109,126,138,162
1545,2,12,87,108,110,112,120
1546,25,87,251,414,431,437,454
1547,73,222,5842,6023,10335,10680,14453
1548,2,12,16,35,73,87,95
1549,10,13,25,62,81,84,88
1550,49,82,84,88,110,315,385
1551,0,7,10,14,32,138,269
1552,12,88,150,174,398,505,1237
1553,12,94,174,398,414,422,569
1554,2,16,96,138,246,2640,10892
1555,12,120,505,4717,7929,8349,10681
1556,12,16,61,83,95,108,311
1557,0,12,49,79,81,82,84
1558,2,12,16,32,35,49,60
1559,0,49,392,398,806,859,1095
1560,49,1291,2002,3660,5643,9530,10733
1561,10,174,369,398,453,461,494
1562,251,523,1063,5040,5274,5777,7308
1563,12,505,523,2482,7929,11979,12014
1564,49,80,87,269,278,5414,18983
1565,505,3406,10678,13795,14126,14679,15644
1566,2,68,94,108,156,181,231
1567,0,10,12,31,80,156,169
1568,7,12,120,523,832,1063,2003
1569,2,8,12,16,25,32,35
1570,25,84,87,88,112,452,525
1571,0,6,10,87,88,108,110
1572,13,108,138,220,251,515,675
1573,706,1033,1264,1998,3245,5040,6129
1574,2,12,25,61,63,87,99
1575,81,364,392,432,569,877,896
1576,0,2,10,12,16,32,35
1577,25,87,365,398,569,593,620
1578,9,16,35,71,73,76,95
1579,14,42,63,76,79,86,87
1580,68,258,263,544,693,930,2016
1581,2,12,61,73,95,276,361
1582,2,16,35,61,729,1865,2130
1583,35,94,153,197,991,1012,1063
1584,49,87,278,368,389,453,661
1585,2,12,16,42,95,97,98
1586,2,9,12,63,95,97,120
1587,16,138,1063,1865,7548,11058,12014
1588,81,2002,6363,7896,9530,11088,18261
1589,12,42,90,138,729,1178,2482
1590,112,169,174,388,480,493,515
1591,190,523,5842,7548,9466,12737,13496
1592,16,505,675,729,7128,7955,8784
1593,35,49,99,109,122,136,162
1594,0,1,2,12,16,25,32
1595,16,32,42,87,91,109,110
1596,2,25,94,301,326,527,836
1597,2050,2313,4892,5274,9301,10365,12999
1598,190,269,291,344,396,555,836
1599,20,251,395,832,1063,1190,1352
1600,0,25,49,138,156,174,184
1601,2313,2542,3660,5274,6129,9301,9530
1602,156,174,508,1063,1143,1472,2002
1603,2,12,13,49,61,73,83
1604,35,97,153,251,505,523,1063
1605,2,12,16,25,35,49,61
1606,2,12,16,35,87,95,112
1607,16,109,153,1063,2868,8847,10640
1608,12,13,140,269,388,414,434
1609,2,95,13521,14262,14449,21034,28846
1610,87,153,174,273,368,392,661
1611,7,12,349,352,364,382,453
1612,404,621,2715,6015,7372,7378,7952
1613,25,76,91,106,221,272,368
1614,0,62,108,110,112,269,315
1615,1,10,49,71,76,80,90
1616,0,10,94,174,382,398,432
1617,94,110,112,332,352,365,382
1618,76,407,510,593,713,794,813
1619,525,813,1277,2982,3333,4437,5274
1620,269,318,388,422,510,569,587
1621,32,126,138,153,170,188,190
1622,106,169,207,209,354,405,407
1623,7,8,9,74,79,204,239
1624,153,497,711,716,729,816,1792
1625,0,5,10,13,14,99,218
1626,25,106,711,1334,1717,1887,1919
1627,7,87,112,181,251,431,505
1628,81,493,769,1668,1762,2675,3141
1629,0,12,32,101,106,138,154
1630,0,12,153,251,368,505,642
1631,25,601,661,832,897,1046,1472
1632,0,2,5,7,9,10,12
1633,7,94,235,239,273,349,352
1634,120,6016,6164,6943,7412,10350,10676
1635,505,12081,14853,16647,18258,20305,21486
1636,12,49,544,1158,1868,1959,2470
1637,122,138,190,194,200,204,210
1638,94,184,251,388,422,510,645
1639,2,73,95,258,675,2269,2340
1640,12,138,251,395,505,1758,3328
1641,73,368,675,697,832,1101,1865
1642,91,729,2024,2340,4192,4237,7946
1643,16,414,505,8349,10157,10577,13498
1644,2,81,675,770,868,1264,2321
1645,32,49,81,84,87,132,153
1646,12,13,49,80,81,84,87
1647,12,42,96,163,278,505,635
1648,108,136,210,400,593,758,986
1649,2,12,15,32,42,49,61
1650,0,1,2,10,25,80,269
1651,146,222,368,555,1095,1264,2040
1652,387,392,505,512,635,661,716
1653,0,87,106,108,174,181,251
1654,84,88,112,169,389,395,620
1655,6,174,260,351,395,398,431
1656,16,95,98,523,675,729,5777
1657,12,16,454,505,1628,2882,7955
1658,12,61,80,81,108,120,269
1659,2,12,16,35,61,87,95
1660,2,12,16,95,138,251,263
1661,2,15,16,32,35,42,60
1662,2,12,61,80,87,174,345
1663,681,729,8104,10571,11269,11729,12014
1664,12,32,35,49,81,84,91
1665,7957,9448,10640,12014,12028,12364,13395
1666,2,12,13,35,49,61,76
1667,12,42,138,177,263,361,414
1668,80,138,153,156,174,381,505
1669,7,106,108,263,368,390,431
1670,94,156,278,351,437,569,587
1671,10,13,49,74,84,87,91
1672,108,806,1785,2302,2735,3226,4106
1673,120,138,153,220,523,12999,15575
1674,16,32,35,73,83,91,138
1675,112,325,354,458,959,1785,2454
1676,32,87,368,6165,9301,14132,14636
1677,0,170,458,806,1785,2003,2377
1678,0,10,169,422,525,604,663
1679,49,74,80,81,106,174,269
1680,0,2,10,12,16,32,49
1681,2,12,16,25,35,61,81
1682,16,63,81,95,96,97,108
1683,49,91,112,122,395,422,437
1684,12,16,81,278,454,523,729
1685,12,16,32,87,138,153,190
1686,5,13,49,94,174,398,431
1687,12,4547,4717,8033,13753,14000,14679
1688,12,16,35,49,63,87,97
1689,84,122,174,387,661,682,693
1690,0,1,14,25,71,77,94
1691,0,5,10,156,174,388,398
1692,414,3939,7308,7630,9201,13753,14203
1693,2,28,80,246,267,269,941
1694,0,2,12,13,16,35,42
1695,99,167,251,254,278,398,525
1696,10,12,84,222,325,392,398
1697,10,62,91,108,110,112,169
1698,388,620,859,1378,2238,2623,3034
1699,0,7,14,16,32,35,49
1700,1,7,9,76,80,94,99
1701,0,6,7,9,10,16,25
1702,0,49,108,110,112,114,116
1703,7,25,80,94,110,174,365
1704,431,467,515,775,1336,3404,4492
1705,5,1806,2002,6240,20247,26274,27626
1706,0,5,12,13,25,80,87
1707,565,841,864,1159,2238,4377,5764
1708,83,156,170,174,178,351,583
1709,4380,11995,15258,18815,19504,19512,22955
1710,1768,2122,3028,3683,6290,7306,8006
1711,0,80,94,174,269,390,398
1712,12,16,80,108,153,675,1264
1713,81,110,112,205,246,431,437
1714,81,108,110,112,116,354,493
1715,25,569,1436,1980,4256,5817,13295
1716,12,35,61,184,675,729,1135
1717,87,432,1097,2640,4305,4600,10157
1718,12,13,61,81,84,88,90
1719,81,87,96,251,325,327,351
1720,81,95,153,301,505,525,675
1721,116,387,389,431,432,453,493
1722,2,12,16,32,35,87,95
1723,2,12,16,32,35,63,73
1724,2,12,16,32,35,42,61
1725,25,61,230,251,269,305,422
1726,174,325,832,2002,2003,2315,2377
1727,12,263,675,6583,7180,7575,8192
1728,0,7,10,174,387,398,512
1729,0,94,675,794,806,813,1453
1730,0,10,12,62,87,91,108
1731,12,61,90,95,97,98,376
1732,49,84,87,108,305,328,431
1733,81,90,197,1253,1297,2178,2379
1734,82,389,556,7499,8349,8574,21220
1735,1329,1421,17890,20567,21625,23999,24212
1736,12,35,49,61,63,83,87
1737,32,82,90,385,456,729,1101
1738,49,153,1063,1672,2264,2542,2782
1739,63,138,269,432,454,523,525
1740,12,42,63,95,108,133,505
1741,12,87,505,2351,10680,10967,12999
1742,10,12,49,60,61,82,87
1743,278,465,1355,1655,1680,1785,2003
1744,2,12,16,61,109,153,174
1745,34,49,96,97,126,675,832
1746,0,81,136,174,218,382,391
1747,2,7,10,12,13,16,25
1748,2,12,15,32,35,42,49
1749,0,10,12,220,251,395,751
1750,10,15,42,62,73,106,222
1751,387,711,729,1264,4717,5652,7128
1752,13,25,76,174,204,365,382
1753,2,12,16,32,35,42,63
1754,414,9301,11704,13795,17710,21034,23021
1755,2,12,35,61,83,95,153
1756,12,42,81,87,95,138,505
1757,12,61,389,675,1220,2130,3393
1758,87,112,315,398,453,620,868
1759,263,392,2330,3552,4454,5719,7125
1760,97,505,2269,7499,12999,14126,20875
1761,2,12,16,25,28,35,42
1762,0,2,12,16,32,35,42
1763,12,25,49,81,87,414,432
1764,10,25,178,795,1785,2693,4787
1765,8,12,16,49,61,95,96
1766,25,80,94,120,140,179,269
1767,98,2742,5186,6340,7548,8028,9466
1768,12,16,35,59,63,82,94
1769,87,140,174,251,325,414,505
1770,12,63,120,505,661,1101,2482
1771,108,163,190,213,251,275,387
1772,108,388,523,620,661,711,768
1773,6,10,25,35,61,80,87
1774,2,120,301,729,1264,1884,3034
1775,7,12,13,15,16,25,49
1776,12,13,32,74,138,210,326
1777,16,42,63,83,103,180,301
1778,35,63,81,87,97,109,112
1779,8,112,273,332,364,365,599
1780,114,251,364,453,493,508,2502
1781,112,390,632,1135,2890,4298,4800
1782,2,12,35,61,73,97,120
1783,505,832,4488,5040,5166,5193,5408
1784,382,646,806,1768,3238,3333,4732
1785,318,4537,12756,14857,20772,25699,27500
1786,0,5,6,15,49,71,74
1787,10,170,237,351,398,587,648
1788,2318,2499,10930,12048,14218,14308,21542
1789,25,505,7929,8784,14126,18654,24202
1790,61,95,97,220,251,505,1012
1791,512,1095,1243,2499,3393,4521,6129
1792,0,2,25,94,97,108,110
1793,138,156,204,251,395,505,510
1794,5,9,108,156,169,174,569
1795,12,32,34,35,49,61,63
1796,81,87,90,505,959,1004,1237
1797,62,112,153,181,184,220,275
1798,2,12,13,15,16,32,35
1799,16,32,42,200,505,5842,7390
1800,12,60,82,88,156,222,258
1801,0,1095,1537,2002,2287,3238,3660
1802,2,12,16,61,73,97,222
1803,2,32,49,73,82,83,220
1804,15,98,251,258,263,361,376
1805,2,12,108,120,269,304,505
1806,2,12,16,35,42,61,73
1807,16,49,63,87,97,138,153
1808,12,16,35,49,60,63,80
1809,2,16,32,488,505,729,1264
1810,2,12,35,49,87,120,153
1811,2,16,35,87,95,423,505
1812,84,87,523,659,729,751,1806
1813,174,392,1609,3453,6023,6609,7378
1814,2,12,231,675,2269,3491,4835
1815,12,711,13521,21159,21664,27851,28435
1816,35,120,414,505,1033,1264,2370
1817,601,697,758,969,1758,1837,2122
1818,10,25,101,108,181,184,251
1819,0,1,73,80,388,422,675
1820,25,110,113,269,769,1264,1962
1821,3458,4283,4679,11013,21104,24617,27990
1822,232,269,422,822,1264,1806,2736
1823,0,7,12,13,88,110,326
1824,99,275,1089,1099,1188,1750,3429
1825,0,25,172,218,251,395,403
1826,94,106,364,382,569,593,640
1827,25,304,569,635,1127,1910,2446
1828,12,73,87,91,95,99,176
1829,42,87,91,109,126,523,724
1830,0,6,25,159,204,222,251
1831,301,525,645,763,1060,1320,1785
1832,505,7955,8349,12042,14631,18654,18789
1833,7,10,25,80,269,398,569
1834,15,32,35,74,84,138,174
1835,0,382,794,1000,1095,3034,6129
1836,138,140,251,414,505,675,3337
1837,80,510,794,1462,1945,2002,2313
1838,231,431,505,510,512,696,764
1839,7,25,80,84,88,269,325
1840,174,181,398,832,837,1945,1952
1841,0,1,10,25,76,156,204
1842,2040,2377,4261,6056,10365,10716,12063
1843,0,156,364,368,370,382,508
1844,12,13,25,35,49,80,83
1845,32,63,138,251,368,642,768
1846,0,81,87,207,306,364,395
1847,80,170,364,398,431,437,508
1848,512,13628,14539,16971,18788,27494,29853
1849,25,49,80,90,122,139,188
1850,163,169,170,194,251,390,395
1851,318,349,382,569,682,816,1095
1852,12,80,87,88,178,269,458
1853,84,87,88,91,109,110,112
1854,0,388,508,806,827,969,1069
1855,569,587,832,1805,2282,2499,2969
1856,106,108,398,431,620,806,4497
1857,95,269,505,510,753,3141,4677
1858,512,661,1791,1805,2002,2003,2040
1859,25,49,110,251,389,422,493
1860,174,398,1063,3442,5166,9530,10571
1861,81,112,246,269,675,1865,3034
1862,25,49,80,84,87,91,110
1863,0,2,6,7,9,12,16
1864,12,25,71,76,80,94,150
1865,12,61,95,120,675,1220,1264
1866,32,387,505,4577,12028,12476,13981
1867,675,5842,7896,10661,12381,17498,18046
1868,10,112,122,525,604,770,795
1869,7,9,35,83,109,220,464
1870,454,505,523,642,832,959,1264
1871,95,278,388,398,1043,2050,2340
1872,2,61,81,94,138,345,376
1873,2,12,153,179,251,395,451
1874,12,156,278,505,508,5221,5407
1875,0,10,108,174,395,398,795
1876,150,153,414,505,1264,1884,5193
1877,16,49,156,395,505,661,832
1878,2,12,16,32,35,49,61
1879,12,110,251,373,414,421,516
1880,42,94,138,269,505,523,729
1881,174,269,392,2002,3380,4354,5777
1882,150,975,2178,5869,7347,7896,9664
1883,12,120,505,729,5274,7796,7929
1884,12,16,32,35,49,87,398
1885,87,90,251,325,832,1101,8349
1886,2,12,13,16,32,35,49
1887,84,87,108,110,389,398,431
1888,8,12,96,138,251,505,523
1889,108,112,174,327,354,389,495
1890,0,2,12,16,35,61,62
1891,12,544,1717,3050,5274,10678,10892
1892,12,35,42,61,95,108,120
1893,12,675,2482,4717,7768,9325,9728
1894,729,6164,6770,7768,7929,8784,11976
1895,42,73,108,167,251,254,278
1896,100,348,574,758,832,969,1378
1897,2,5,10,12,13,25,32
1898,12,68,83,87,98,153,258
1899,126,505,21220,27050,27157,27855,29256
1900,508,3239,5453,7499,13496,13900,16742
1901,0,10,42,108,153,167,172
1902,90,153,181,514,681,698,868
1903,0,87,159,395,398,458,515
1904,505,729,4301,7443,7929,8846,10932
1905,6,112,508,593,837,1547,1722
1906,25,80,94,269,505,512,569
1907,6,94,510,515,594,675,832
1908,507,587,1000,2313,3933,6212,9301
1909,597,806,1046,1327,1542,2715,4297
1910,70,178,223,226,231,263,349
1911,2,6,9,80,194,220,222
1912,505,523,577,588,729,1252,1758
1913,1,10,108,112,388,496,604
1914,251,399,510,555,574,814,914
1915,15,200,525,2071,2282,4261,6277
1916,0,10,84,110,112,138,156
1917,505,1264,3034,7630,8784,10280,11503
1918,7,112,122,169,178,351,368
1919,325,525,832,1063,1101,2002,2238
1920,0,10,382,697,756,969,1110
1921,25,464,764,806,1230,3935,5065
1922,12,16,35,49,120,153,505
1923,25,388,661,1456,4297,4475,8549
1924,2,12,13,16,25,71,80
1925,108,112,174,398,620,794,813
1926,10,96,176,395,399,577,697
1927,0,12,16,42,49,81,82
1928,136,153,172,226,505,512,2969
1929,16,32,42,63,95,153,172
1930,12,49,63,505,1101,2640,4717
1931,61,96,505,3328,8028,10892,12042
1932,49,138,505,729,1758,4579,7255
1933,2,16,35,95,120,153,251
1934,97,505,7768,14374,27794,28582,28908
1935,16,35,251,275,395,620,675
1936,12,42,61,153,251,414,505
1937,12,13,49,94,96,153,163
1938,7,138,153,349,458,505,661
1939,16,61,82,95,138,174,315
1940,10,108,512,1737,2002,2318,2377
1941,0,1,10,15,42,49,62
1942,31,90,156,169,172,395,512
1943,60,156,220,237,240,515,555
1944,0,505,594,661,837,2002,2420
1945,12,33,61,523,3050,5274,7568
1946,113,493,1387,2377,2583,3034,4447
1947,1,81,508,877,896,1609,2914
1948,91,112,325,505,4547,9850,12028
1949,10,13,71,76,77,87,174
1950,1264,15493,15522,20772,21684,28758,29213
1951,94,275,512,832,859,1005,1806
1952,4732,10365,13795,24706,26725,28156,29871
1953,10,108,395,675,868,1785,10060
1954,12,32,49,82,87,88,90
1955,2,12,15,25,35,61,138
1956,0,49,62,84,91,108,159
1957,12,49,61,315,387,1264,3243
1958,251,675,1043,1761,1930,3139,25402
1959,0,15,87,90,109,204,318
1960,81,90,106,110,174,431,871
1961,946,2495,4471,5301,5464,7849,7896
1962,7,81,87,90,110,315,328
1963,81,478,1805,2002,2003,2313,6056
1964,10,32,42,61,81,87,95
1965,16,153,251,641,1063,2482,3337
1966,49,87,108,112,153,156,204
1967,172,724,5169,7896,10661,10684,10715
1968,16,73,87,505,523,1865,6328
1969,2,12,42,73,83,258,376
1970,12,345,376,716,2283,2344,5274
1971,505,729,2344,7955,12042,13753,21593
1972,2,12,61,73,414,523,681
1973,1605,9150,10680,12028,12745,14785,14867
1974,2,12,16,32,42,49,82
1975,2,9,16,35,42,61,73
1976,12,49,91,251,325,395,437
1977,12,31,32,49,60,63,81
1978,0,1,349,382,756,794,1023
1979,6,7,16,81,88,108,136
1980,84,87,269,325,337,395,437
1981,12,73,158,572,577,675,697
1982,12,35,251,523,711,5040,7008
1983,12,62,220,315,398,414,505
1984,10,12,251,389,398,505,1430
1985,187,263,510,1264,1717,1910,2117
1986,2,12,16,32,35,61,87
1987,81,91,325,807,959,1004,2514
1988,153,194,213,251,505,574,577
1989,61,110,505,4579,26358,28760,28763
1990,81,2002,2969,3682,4165,4812,5224
1991,81,90,94,184,220,388,604
1992,981,1087,1287,1500,1713,1758,1993
1993,1,10,80,108,112,156,167
1994,0,79,81,83,91,156,188
1995,0,156,158,204,364,395,508
1996,77,94,569,792,1885,8977,9530
1997,1,10,112,122,156,174,351
1998,525,808,2003,3050,3141,5122,5274
1999,251,398,675,3490,14000,17939,18968
2000,0,5,10,94,156,184,190
2001,2,6,9,12,15,25,31
2002,2,42,61,153,167,181,204
2003,0,10,12,13,81,82,84
2004,174,181,301,414,505,614,874
2005,12,15,35,91,140,414,505
2006,12,16,32,35,63,82,95
2007,0,13,275,378,510,512,642
2008,16,35,97,523,7047,10365,12014
2009,2282,3346,8580,8677,10717,11177,11728
2010,251,514,680,897,1101,1264,4547
2011,112,315,389,392,1264,3126,5090
2012,9,76,179,194,238,251,351
2013,390,4255,6998,10407,12353,13151,14211
2014,222,505,523,552,10365,12999,15782
2015,10,174,181,194,239,251,374
2016,317,326,358,498,1090,1113,1965
2017,10,62,108,392,501,514,594
2018,1264,10577,14973,16381,27462,28839,28854
2019,2,6,138,159,174,181,240
2020,5,25,368,387,392,398,555
2021,99,235,351,512,1000,1095,1428
2022,172,395,1352,8116,8156,8475,21164
2023,7,49,81,87,110,113,390
2024,2,12,35,42,61,83,95
2025,138,432,505,832,837,895,900
2026,235,925,1469,2405,3238,3364,3935
2027,2,7,12,35,76,87,174
2028,12,16,32,97,138,303,387
2029,88,106,498,3141,3480,5487,5997
2030,505,4926,5040,6496,14335,15241,20022
2031,81,108,5407,6095,7443,8349,8598
2032,101,216,349,452,894,1063,1504
2033,113,169,431,651,796,808,998
2034,49,81,87,112,325,620,822
2035,385,387,389,505,1955,3050,9301
2036,81,94,108,138,150,251,301
2037,5,10,82,137,138,150,181
2038,5,452,1456,2637,3645,3654,3939
2039,452,2318,3851,4034,6326,7479,7694
2040,0,16,25,35,49,81,90
2041,275,505,523,583,661,729,832
2042,138,485,505,832,837,2749,5842
2043,125,136,140,181,414,544,729
2044,5,12,269,3763,4297,4474,7180
2045,167,190,505,574,2756,2834,3328
2046,49,63,87,94,120,138,179
2047,0,10,25,49,80,87,96
2048,80,505,2002,3034,3660,11177,17000
2049,12,16,35,95,138,153,251
2050,83,414,505,523,729,2173,2499
2051,7,120,136,501,505,1002,1237
2052,325,348,620,661,2002,2640,7499
2053,81,94,108,122,156,169,170
2054,82,87,398,432,505,642,661
2055,150,301,505,523,688,1063,5274
2056,0,5,7,14,174,210,273
2057,109,138,269,278,351,431,505
2058,49,84,99,106,174,269,325
2059,5,35,90,138,153,174,204
2060,2,5,25,84,126,758,841
2061,0,2,10,12,13,49,81
2062,13,49,87,108,110,325,327
2063,12,34,505,508,7929,12999,13804
2064,49,81,101,122,188,309,364
2065,152,555,579,1095,3203,3321,3660
2066,174,388,398,510,661,794,806
2067,12,82,109,174,251,432,505
2068,35,138,251,332,368,505,523
2069,2,76,80,91,120,246,269
2070,12,61,95,108,138,153,414
2071,126,204,2219,2340,7896,9850,10102
2072,81,87,108,172,432,594,938
2073,2,7,13,71,82,87,88
2074,5,10,25,99,109,110,112
2075,32,42,63,87,523,729,1082
2076,153,523,1264,10662,12014,13123,13900
2077,675,1264,4192,6358,8516,9873,12999
2078,90,574,1378,1561,3585,7920,8033
2079,2,10,12,16,32,35,42
2080,505,729,1191,2219,7498,8033,11058
2081,1191,7412,7929,8033,10956,13162,13227
2082,5842,8033,10680,11468,12085,13373,13804
2083,81,90,108,200,220,620,1063
2084,150,1191,5842,8033,10956,13227,14308
2085,42,63,81,90,109,138,153
2086,0,60,63,81,90,107,109
2087,110,263,269,3423,4355,7043,7064
2088,62,81,499,770,775,808,868
2089,16,60,61,63,91,109,138
2090,2,16,35,80,112,174,269
2091,172,204,305,348,351,597,843
2092,94,174,352,525,635,646,832
2093,10,108,388,452,578,613,794
2094,84,327,351,387,574,765,1102
2095,12,49,62,87,108,110,112
2096,0,5,7,9,13,25,76
2097,12,32,63,74,80,81,82
2098,0,12,13,32,35,49,62
2099,25,174,184,398,515,620,693
2100,108,174,431,620,2002,5408,7168
2101,675,1031,1076,1894,1918,2708,4283
2102,2,12,16,35,61,95,96
2103,32,60,83,87,138,167,251
2104,505,508,1178,3245,3301,4577,4892
2105,7,25,31,84,122,304,325
2106,94,120,1264,3244,4021,6342,7768
2107,169,174,805,938,1356,1430,4355
2108,81,510,512,525,1805,1806,2003
2109,25,81,505,661,1264,1785,4497
2110,106,1368,1805,2002,4643,7998,8643
2111,317,332,2063,2699,3045,3486,7467
2112,106,646,763,795,2000,2632,2652
2113,108,181,2007,2038,4405,4709,4885
2114,0,5,174,246,398,577,609
2115,0,81,399,1230,1983,2282,3034
2116,94,827,1223,2003,2499,3021,4697
2117,81,138,1095,7896,11560,15543,18261
2118,0,6,10,25,62,106,108
2119,357,930,1116,1791,2040,2238,2500
2120,2,12,61,68,103,138,222
2121,508,1965,2651,2704,9528,9615,11801
2122,368,388,505,832,837,1017,1559
2123,1046,1609,1806,1964,2635,3960,5545
2124,640,669,764,813,1252,1291,1609
2125,16,49,73,87,109,138,251
2126,251,523,675,681,1807,2050,3324
2127,12,16,32,42,49,61,63
2128,94,188,272,273,388,398,450
2129,156,202,868,1230,1385,2619,2715
2130,10,12,16,87,96,398,431
2131,120,304,414,505,509,523,1717
2132,31,61,194,843,1043,1223,1643
2133,210,5529,8349,10253,11999,12048,14648
2134,2,9,10,12,32,49,60
2135,42,87,138,153,167,251,395
2136,10,84,523,594,620,795,2401
2137,162,388,2002,2377,5759,27203,27430
2138,81,90,108,140,153,251,414
2139,0,10,63,81,108,112,159
2140,0,12,16,61,87,95,96
2141,621,675,756,908,1500,1713,1758
2142,4545,5834,6101,7264,7274,8173,8277
2143,697,1252,1897,2318,2616,5101,6290
2144,80,5777,7378,9530,13512,14909,18257
2145,190,1352,1432,2351,2749,6394,8875
2146,71,80,81,94,108,112,172
2147,2,5,12,13,61,73,97
2148,0,1,6,7,10,13,14
2149,218,510,1046,1300,1713,2377,2715
2150,81,1976,4913,5407,7903,9530,9569
2151,2002,12048,13417,15286,18054,19671,20488
2152,9,31,62,108,136,167,168
2153,270,395,758,1135,3625,3813,4255
2154,8,12,73,92,95,231,258
2155,275,1504,2592,3034,3081,3816,5040
2156,13,122,352,382,390,391,538
2157,464,569,2003,2313,2377,2592,3034
2158,1090,1225,7931,8028,9127,13131,14783
2159,260,269,505,508,1412,1945,3050
2160,49,112,174,613,620,707,773
2161,0,10,112,156,190,207,315
2162,49,263,267,1264,1717,3185,3243
2163,2,246,263,382,794,937,1022
2164,12,25,87,1033,5040,5777,6129
2165,81,2002,5274,5407,10852,11088,13496
2166,63,222,278,454,620,711,1348
2167,10,109,153,184,251,381,454
2168,16,32,49,62,63,81,87
2169,0,79,82,87,91,319,325
2170,94,95,97,132,220,301,438
2171,25,80,431,859,10156,10339,15971
2172,108,138,218,368,395,431,675
2173,7915,8087,11560,14716,15839,16434,17299
2174,1,112,389,499,589,604,632
2175,2,1791,2238,5777,7444,8349,8943
2176,62,81,108,112,467,495,496
2177,6,7,9,13,49,74,76
2178,34,62,91,108,112,113,395
2179,73,112,167,172,209,212,422
2180,0,10,13,15,25,32,49
2181,354,364,390,437,613,617,660
2182,12,42,109,138,162,172,204
2183,178,675,2296,4355,6027,7347,7896
2184,81,594,620,1758,1930,2002,2583
2185,1220,2959,3034,3677,5274,6718,7575
2186,12,32,42,63,91,95,138
2187,7,32,49,81,82,84,174
2188,10,81,108,112,174,364,398
2189,108,248,508,553,623,925,959
2190,80,81,109,112,134,138,153
2191,12,35,42,61,86,97,98
2192,2,5,9,61,71,76,80
2193,12,716,1102,1955,1962,2640,9530
2194,108,325,432,505,523,1063,7957
2195,2,9,32,34,63,87,97
2196,13,25,80,87,94,108,110
2197,12,81,90,275,301,325,351
2198,120,128,267,516,893,2877,3701
2199,392,432,953,3660,4547,5077,5274
2200,81,174,269,661,1387,1396,2002
2201,12,544,1305,8028,9571,9880,10072
2202,681,7575,10385,11189,12343,14785,15522
2203,169,173,263,388,593,796,813
2204,84,106,112,258,325,388,395
2205,0,6,269,675,837,3442,4028
2206,0,13,49,82,87,108,156
2207,42,95,138,153,505,675,1264
2208,122,178,188,205,388,495,594
2209,12,138,505,2002,3442,3660,7955
2210,12,78,109,488,505,523,1063
2211,0,7,76,80,106,110,174
2212,512,832,841,1190,1806,2002,2003
2213,16,60,95,97,167,666,874
2214,0,49,60,62,84,87,91
2215,90,414,1264,5040,7047,7308,12604
2216,2,12,49,61,63,87,138
2217,2,12,16,35,61,73,80
2218,2,12,16,32,35,49,61
2219,12,251,505,832,2002,8349,17264
2220,2,12,16,32,35,42,49
2221,106,505,1959,2037,3126,8821,12582
2222,12,96,505,1101,12014,14374,14785
2223,12,16,61,78,83,95,97
2224,112,251,753,770,959,4644,21800
2225,12,200,251,675,7378,7896,11976
2226,42,505,3132,4717,7929,14886,15302
2227,2,505,620,675,729,832,1264
2228,87,112,398,2173,12048,24560,26267
2229,2,12,42,172,194,240,351
2230,12,454,1063,7916,7957,9571,10571
2231,12,138,251,711,1063,2882,3099
2232,12,251,794,1043,3457,5040,7672
2233,0,138,172,204,218,251,278
2234,87,138,348,523,642,1101,1252
2235,25,126,456,464,661,1438,1547
2236,1768,2898,2969,4193,4209,17830,24806
2237,9,10,13,87,106,169,184
2238,122,145,168,174,178,204,275
2239,12,35,61,153,167,2795,3117
2240,13,87,327,466,594,907,1254
2241,190,348,1713,2733,2834,4579,4880
2242,7347,8113,16455,18791,21475,22005,27432
2243,6,159,515,577,1073,1309,1315
2244,136,172,2312,3028,7347,8070,8113
2245,481,523,1948,2869,6027,6355,6394
2246,508,2002,2173,3333,4228,5777,7378
2247,174,574,795,1820,1994,2297,2583
2248,150,365,527,579,635,794,1094
2249,5,523,675,1162,1806,2393,4297
2250,16,159,167,200,251,914,1309
2251,1564,3238,9960,11151,11560,12620,14638
2252,0,907,934,1356,1713,2312,4579
2253,0,5,9,76,174,218,278
2254,3203,4983,7347,7630,7699,11087,12095
2255,80,150,153,301,505,6129,10365
2256,505,523,5040,5166,7892,8349,11058
2257,0,12,61,90,94,96,108
2258,88,106,114,495,500,832,871
2259,25,395,453,515,523,556,644
2260,12,73,83,97,99,246,505
2261,0,10,12,16,32,42,63
2262,12,15,49,79,87,88,108
2263,35,49,87,108,110,153,414
2264,32,138,153,454,523,7064,7499
2265,110,1264,1734,1962,2002,3760,5777
2266,88,113,369,392,794,893,1170
2267,16,42,95,109,138,153,247
2268,138,153,251,454,523,729,1063
2269,109,153,5040,5842,7548,7872,10680
2270,10,12,42,49,81,84,87
2271,2,12,16,35,49,61,73
2272,16,32,35,138,153,251,505
2273,12,96,220,222,251,395,523
2274,12,87,91,387,868,2640,5408
2275,25,240,414,1352,1507,1628,18493
